date,category,subcategory,amount,description
2025-02-03,health,insurance,2442.79,Insurance expense
2025-02-03,food,groceries,3694.24,Groceries expense
2025-02-03,savings,emergency fund,3764.3,Emergency Fund expense
2025-02-04,savings,retirement,107.65,Retirement expense
2025-02-04,entertainment,games,4798.21,Games expense
2025-02-04,health,doctor,2949.33,Doctor expense
2025-02-05,entertainment,movies,997.46,Movies expense
2025-02-05,health,insurance,277.16,Insurance expense
2025-02-05,entertainment,games,1517.93,Games expense
2025-02-05,savings,investments,1702.41,Investments expense
2025-02-06,food,coffee,2894.03,Coffee expense
2025-02-06,health,insurance,297.9,Insurance expense
2025-02-06,food,coffee,1743.4,Coffee expense
2025-02-07,misc,donations,1044.58,Donations expense
2025-02-07,transport,taxi,1466.41,Taxi expense
2025-02-07,transport,taxi,4202.46,Taxi expense
2025-02-07,entertainment,subscriptions,1257.89,Subscriptions expense
2025-02-07,savings,emergency fund,1486.4,Emergency Fund expense
2025-02-08,food,restaurants,4922.0,Restaurants expense
2025-02-08,misc,others,2276.26,Others expense
2025-02-08,transport,public transport,3693.27,Public Transport expense
2025-02-08,savings,investments,1903.37,Investments expense
2025-02-08,entertainment,subscriptions,3102.6,Subscriptions expense
2025-02-09,savings,investments,4814.53,Investments expense
2025-02-09,savings,investments,836.81,Investments expense
2025-02-09,health,doctor,327.59,Doctor expense
2025-02-09,shopping,electronics,2783.78,Electronics expense
2025-02-10,bills,rent,3463.71,Rent expense
2025-02-10,misc,gifts,770.88,Gifts expense
2025-02-10,health,pharmacy,796.2,Pharmacy expense
2025-02-10,transport,public transport,2376.76,Public Transport expense
2025-02-10,bills,rent,4299.44,Rent expense
2025-02-11,food,coffee,2677.43,Coffee expense
2025-02-11,food,coffee,1226.95,Coffee expense
2025-02-11,entertainment,subscriptions,793.12,Subscriptions expense
2025-02-11,savings,investments,3573.61,Investments expense
2025-02-12,entertainment,movies,4281.08,Movies expense
2025-02-12,food,restaurants,3589.21,Restaurants expense
2025-02-12,shopping,clothes,1972.74,Clothes expense
2025-02-12,bills,internet,3532.98,Internet expense
2025-02-13,misc,gifts,4325.01,Gifts expense
2025-02-13,transport,taxi,1916.89,Taxi expense
2025-02-13,health,doctor,4129.48,Doctor expense
2025-02-14,bills,electricity,1728.07,Electricity expense
2025-02-14,transport,public transport,3876.12,Public Transport expense
2025-02-14,health,insurance,4429.97,Insurance expense
2025-02-14,misc,gifts,2669.93,Gifts expense
2025-02-14,health,pharmacy,2409.22,Pharmacy expense
2025-02-15,health,pharmacy,3084.02,Pharmacy expense
2025-02-15,shopping,clothes,797.29,Clothes expense
2025-02-15,transport,public transport,4132.97,Public Transport expense
2025-02-15,bills,internet,4534.79,Internet expense
2025-02-16,food,restaurants,3864.56,Restaurants expense
2025-02-16,shopping,accessories,1435.27,Accessories expense
2025-02-16,shopping,accessories,1624.37,Accessories expense
2025-02-17,health,doctor,1937.17,Doctor expense
2025-02-17,entertainment,subscriptions,1624.28,Subscriptions expense
2025-02-17,shopping,clothes,105.93,Clothes expense
2025-02-17,transport,public transport,2863.03,Public Transport expense
2025-02-17,entertainment,subscriptions,2626.21,Subscriptions expense
2025-02-18,misc,others,1219.72,Others expense
2025-02-18,savings,investments,3015.36,Investments expense
2025-02-18,savings,retirement,2365.28,Retirement expense
2025-02-18,entertainment,movies,4539.12,Movies expense
2025-02-18,bills,rent,2383.18,Rent expense
2025-02-19,entertainment,movies,2473.08,Movies expense
2025-02-19,savings,retirement,982.06,Retirement expense
2025-02-19,transport,public transport,1316.87,Public Transport expense
2025-02-19,bills,electricity,530.41,Electricity expense
2025-02-20,health,pharmacy,1102.3,Pharmacy expense
2025-02-20,bills,electricity,3352.56,Electricity expense
2025-02-20,entertainment,movies,864.66,Movies expense
2025-02-21,entertainment,games,1219.19,Games expense
2025-02-21,shopping,clothes,1318.05,Clothes expense
2025-02-21,bills,rent,3688.68,Rent expense
2025-02-21,shopping,electronics,4953.42,Electronics expense
2025-02-22,entertainment,games,4815.02,Games expense
2025-02-22,health,insurance,3387.23,Insurance expense
2025-02-22,entertainment,subscriptions,2760.65,Subscriptions expense
2025-02-22,food,restaurants,4578.81,Restaurants expense
2025-02-23,bills,internet,3746.35,Internet expense
2025-02-23,shopping,clothes,2249.19,Clothes expense
2025-02-23,food,groceries,3975.11,Groceries expense
2025-02-23,entertainment,movies,1624.78,Movies expense
2025-02-24,entertainment,games,1851.87,Games expense
2025-02-24,misc,donations,1186.35,Donations expense
2025-02-24,health,insurance,3888.3,Insurance expense
2025-02-25,shopping,electronics,2231.6,Electronics expense
2025-02-25,transport,taxi,479.73,Taxi expense
2025-02-25,health,pharmacy,1530.2,Pharmacy expense
2025-02-25,health,insurance,1146.49,Insurance expense
2025-02-26,shopping,electronics,656.93,Electronics expense
2025-02-26,food,restaurants,4963.28,Restaurants expense
2025-02-26,food,groceries,4019.63,Groceries expense
2025-02-27,entertainment,subscriptions,1268.11,Subscriptions expense
2025-02-27,food,coffee,2680.27,Coffee expense
2025-02-27,bills,electricity,3651.91,Electricity expense
2025-02-27,health,insurance,2411.99,Insurance expense
2025-02-27,shopping,accessories,2279.97,Accessories expense
2025-02-28,entertainment,movies,4356.11,Movies expense
2025-02-28,health,pharmacy,1505.07,Pharmacy expense
2025-02-28,transport,fuel,657.31,Fuel expense
2025-03-01,shopping,electronics,129.11,Electronics expense
2025-03-01,shopping,accessories,761.83,Accessories expense
2025-03-01,bills,internet,366.65,Internet expense
2025-03-01,shopping,accessories,1373.66,Accessories expense
2025-03-02,entertainment,games,570.26,Games expense
2025-03-02,savings,investments,465.85,Investments expense
2025-03-02,food,coffee,873.25,Coffee expense
2025-03-02,transport,fuel,1687.89,Fuel expense
2025-03-03,food,coffee,2098.25,Coffee expense
2025-03-03,bills,electricity,3032.18,Electricity expense
2025-03-03,shopping,clothes,1958.94,Clothes expense
2025-03-03,entertainment,movies,1633.8,Movies expense
2025-03-04,bills,internet,4880.28,Internet expense
2025-03-04,food,groceries,433.33,Groceries expense
2025-03-04,food,restaurants,644.49,Restaurants expense
2025-03-05,transport,fuel,346.62,Fuel expense
2025-03-05,bills,electricity,2072.05,Electricity expense
2025-03-05,shopping,accessories,3598.67,Accessories expense
2025-03-06,entertainment,subscriptions,3022.27,Subscriptions expense
2025-03-06,transport,fuel,3566.18,Fuel expense
2025-03-06,health,pharmacy,1708.13,Pharmacy expense
2025-03-06,bills,rent,4334.06,Rent expense
2025-03-07,misc,donations,993.41,Donations expense
2025-03-07,savings,investments,940.47,Investments expense
2025-03-07,transport,taxi,3971.84,Taxi expense
2025-03-08,food,groceries,1121.15,Groceries expense
2025-03-08,shopping,accessories,3831.5,Accessories expense
2025-03-08,entertainment,subscriptions,922.96,Subscriptions expense
2025-03-08,misc,gifts,1406.46,Gifts expense
2025-03-09,shopping,electronics,3465.05,Electronics expense
2025-03-09,health,pharmacy,1772.92,Pharmacy expense
2025-03-09,bills,electricity,1490.76,Electricity expense
2025-03-09,misc,donations,1384.38,Donations expense
2025-03-10,bills,internet,4344.67,Internet expense
2025-03-10,bills,electricity,4282.51,Electricity expense
2025-03-10,food,restaurants,4616.49,Restaurants expense
2025-03-10,savings,retirement,378.47,Retirement expense
2025-03-11,entertainment,games,4458.8,Games expense
2025-03-11,savings,retirement,3096.77,Retirement expense
2025-03-11,entertainment,movies,1864.49,Movies expense
2025-03-12,transport,public transport,710.0,Public Transport expense
2025-03-12,misc,gifts,1945.03,Gifts expense
2025-03-12,entertainment,games,591.58,Games expense
2025-03-12,transport,fuel,3077.04,Fuel expense
2025-03-13,misc,donations,3271.11,Donations expense
2025-03-13,entertainment,movies,3645.31,Movies expense
2025-03-13,entertainment,subscriptions,2256.1,Subscriptions expense
2025-03-14,shopping,electronics,3322.58,Electronics expense
2025-03-14,misc,donations,3824.89,Donations expense
2025-03-14,savings,retirement,2910.27,Retirement expense
2025-03-14,shopping,electronics,4763.15,Electronics expense
2025-03-15,transport,fuel,1302.91,Fuel expense
2025-03-15,health,insurance,2151.45,Insurance expense
2025-03-15,entertainment,games,2726.39,Games expense
2025-03-16,shopping,electronics,842.21,Electronics expense
2025-03-16,bills,internet,2788.29,Internet expense
2025-03-16,bills,rent,2795.94,Rent expense
2025-03-17,transport,public transport,1172.79,Public Transport expense
2025-03-17,health,pharmacy,1552.5,Pharmacy expense
2025-03-17,entertainment,games,367.41,Games expense
2025-03-18,bills,rent,3814.61,Rent expense
2025-03-18,food,groceries,2381.52,Groceries expense
2025-03-18,health,doctor,3579.31,Doctor expense
2025-03-18,entertainment,games,469.43,Games expense
2025-03-18,health,pharmacy,3042.78,Pharmacy expense
2025-03-19,bills,rent,467.23,Rent expense
2025-03-19,bills,electricity,2105.98,Electricity expense
2025-03-19,transport,fuel,2376.33,Fuel expense
2025-03-19,misc,others,1049.54,Others expense
2025-03-19,health,insurance,685.61,Insurance expense
2025-03-20,bills,electricity,4390.64,Electricity expense
2025-03-20,entertainment,games,3696.63,Games expense
2025-03-20,entertainment,movies,2600.75,Movies expense
2025-03-21,health,pharmacy,375.41,Pharmacy expense
2025-03-21,food,restaurants,2418.99,Restaurants expense
2025-03-21,entertainment,subscriptions,2978.51,Subscriptions expense
2025-03-21,health,insurance,1457.78,Insurance expense
2025-03-22,misc,gifts,4252.64,Gifts expense
2025-03-22,health,pharmacy,4568.51,Pharmacy expense
2025-03-22,entertainment,games,2617.47,Games expense
2025-03-22,misc,others,1245.61,Others expense
2025-03-22,transport,fuel,2344.32,Fuel expense
2025-03-23,savings,investments,2848.5,Investments expense
2025-03-23,food,restaurants,984.65,Restaurants expense
2025-03-23,bills,rent,3247.56,Rent expense
2025-03-23,entertainment,games,4808.34,Games expense
2025-03-23,savings,retirement,2291.66,Retirement expense
2025-03-24,transport,taxi,1637.73,Taxi expense
2025-03-24,food,groceries,131.52,Groceries expense
2025-03-24,food,coffee,1786.99,Coffee expense
2025-03-24,health,insurance,1228.24,Insurance expense
2025-03-24,food,coffee,2892.24,Coffee expense
2025-03-25,transport,fuel,4314.01,Fuel expense
2025-03-25,transport,public transport,3338.31,Public Transport expense
2025-03-25,misc,gifts,4907.79,Gifts expense
2025-03-26,bills,electricity,4445.19,Electricity expense
2025-03-26,misc,gifts,2297.15,Gifts expense
2025-03-26,bills,electricity,1229.9,Electricity expense
2025-03-26,savings,emergency fund,3812.57,Emergency Fund expense
2025-03-27,shopping,accessories,4969.76,Accessories expense
2025-03-27,misc,gifts,4201.03,Gifts expense
2025-03-27,bills,internet,2327.27,Internet expense
2025-03-28,health,pharmacy,2492.08,Pharmacy expense
2025-03-28,savings,retirement,2646.4,Retirement expense
2025-03-28,entertainment,subscriptions,4848.2,Subscriptions expense
2025-03-29,bills,internet,792.04,Internet expense
2025-03-29,misc,others,4519.96,Others expense
2025-03-29,transport,public transport,2887.88,Public Transport expense
2025-03-29,shopping,clothes,3177.76,Clothes expense
2025-03-29,misc,others,3575.91,Others expense
2025-03-30,health,insurance,2381.87,Insurance expense
2025-03-30,entertainment,games,197.89,Games expense
2025-03-30,food,restaurants,811.21,Restaurants expense
2025-03-30,entertainment,games,2870.64,Games expense
2025-03-30,bills,internet,2908.64,Internet expense
2025-03-31,bills,rent,4793.83,Rent expense
2025-03-31,transport,taxi,1346.91,Taxi expense
2025-03-31,food,coffee,229.99,Coffee expense
2025-03-31,bills,internet,2122.69,Internet expense
2025-04-01,misc,others,855.3,Others expense
2025-04-01,shopping,clothes,4418.14,Clothes expense
2025-04-01,bills,electricity,4301.52,Electricity expense
2025-04-01,bills,rent,320.49,Rent expense
2025-04-02,bills,electricity,3075.93,Electricity expense
2025-04-02,shopping,accessories,813.16,Accessories expense
2025-04-02,bills,internet,1737.72,Internet expense
2025-04-02,transport,taxi,2237.78,Taxi expense
2025-04-02,entertainment,games,3347.91,Games expense
2025-04-03,transport,fuel,2168.21,Fuel expense
2025-04-03,entertainment,movies,1227.04,Movies expense
2025-04-03,transport,taxi,4380.23,Taxi expense
2025-04-03,misc,others,2473.51,Others expense
2025-04-04,transport,fuel,1876.26,Fuel expense
2025-04-04,bills,electricity,2739.36,Electricity expense
2025-04-04,bills,electricity,1046.65,Electricity expense
2025-04-04,food,groceries,1923.81,Groceries expense
2025-04-05,shopping,electronics,2110.31,Electronics expense
2025-04-05,food,groceries,4001.77,Groceries expense
2025-04-05,health,doctor,2594.17,Doctor expense
2025-04-05,health,insurance,624.7,Insurance expense
2025-04-05,health,insurance,2520.87,Insurance expense
